Ngày,Mã hóa đơn,Mã khách hàng,Mã cửa hàng,Mã sản phẩm,Danh mục,Số lượng,Đơn giá,Giá vốn,Doanh thu,Tồn kho,Mã khuyến mãi,Loại khuyến mãi,Giảm giá,Ngày bắt đầu khuyến mãi,Ngày kết thúc khuyến mãi
2025-01-31 17:21:00,HD0001935,KH00329,CH01,SP052,Văn phòng phẩm,2,35000,25680,69840,302,,,,,
2025-01-31 15:10:00,HD0001936,KH01878,CH01,SP053,Văn phòng phẩm,4,20000,13022,107962,264,,,,,
2025-01-31 15:10:00,HD0001936,KH01878,CH01,SP056,Mẹ & bé,1,94000,61160,126856,293,,,,,
2025-01-31 20:53:00,HD0001937,KH01554,CH01,SP012,Bánh kẹo,4,22500,16415,91872,414,,,,,
2025-01-31 10:41:00,HD0001938,KH02251,CH01,SP004,Đồ uống,1,20000,16036,15514,512,,,,,
2025-01-31 10:41:00,HD0001938,KH02251,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,49373,118,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 16:19:00,HD0001939,KH02255,CH01,SP066,Chăm sóc cá nhân,3,44500,26705,129187,427,,,,,
2025-01-31 13:59:00,HD0001940,KH02307,CH02,SP030,Hóa mỹ phẩm,1,82500,59214,82028,400,,,,,
2025-01-31 13:59:00,HD0001940,KH02307,CH02,SP059,Mẹ & bé,1,52500,41576,52199,411,,,,,
2025-01-31 13:59:00,HD0001940,KH02307,CH02,SP019,Bánh kẹo,1,34500,23560,34302,415,,,,,
2025-01-31 08:36:00,HD0001941,KHACH_LE,CH01,SP061,Mẹ & bé,1,198000,126558,198000,449,,,,,
2025-01-31 10:19:00,HD0001942,KH01134,CH02,SP027,Thực phẩm khô,2,56500,41015,102085,219,,,,,
2025-01-31 10:19:00,HD0001942,KH01134,CH02,SP026,Thực phẩm khô,1,36000,28252,32523,251,,,,,
2025-01-31 10:19:00,HD0001942,KH01134,CH02,SP051,Văn phòng phẩm,1,50000,30779,45170,369,,,,,
2025-01-31 09:47:00,HD0001943,KH01591,CH01,SP058,Mẹ & bé,1,123000,92733,132707,333,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-01-31 09:47:00,HD0001943,KH01591,CH01,SP032,Hóa mỹ phẩm,1,72500,50003,88888,451,,,,,
2025-01-31 09:47:00,HD0001943,KH01591,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,54559,426,,,,,
2025-01-31 18:10:00,HD0001944,KH00803,CH01,SP036,Hóa mỹ phẩm,1,114500,75585,115984,320,,,,,
2025-01-31 18:10:00,HD0001944,KH00803,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,58752,247,,,,,
2025-01-31 18:10:00,HD0001944,KH00803,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,45077,425,,,,,
2025-01-31 14:56:00,HD0001945,KH02127,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,89518,117,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 14:56:00,HD0001945,KH02127,CH01,SP052,Văn phòng phẩm,1,35000,25680,49224,301,,,,,
2025-01-31 09:56:00,HD0001946,KH01538,CH01,SP044,Đồ gia dụng,3,159000,121775,531861,371,,,,,
2025-01-31 13:27:00,HD0001947,KH01523,CH01,SP060,Mẹ & bé,2,218000,139411,543501,420,,,,,
2025-01-31 20:59:00,HD0001948,KH02307,CH02,SP058,Mẹ & bé,1,123000,92733,107620,332,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-01-31 20:59:00,HD0001948,KH02307,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,63286,116,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 20:59:00,HD0001948,KH02307,CH02,SP054,Mẹ & bé,1,173500,135435,172507,269,,,,,
2025-01-31 14:25:00,HD0001949,KH01235,CH01,SP012,Bánh kẹo,1,22500,16415,21114,413,,,,,
2025-01-31 11:46:00,HD0001950,KH00794,CH01,SP021,Thực phẩm khô,2,65000,49625,118639,317,,,,,
2025-01-31 11:25:00,HD0001951,KHACH_LE,CH02,SP027,Thực phẩm khô,1,56500,41015,56500,218,,,,,
2025-01-31 09:31:00,HD0001952,KH01476,CH01,SP043,Đồ gia dụng,2,102500,79037,189884,400,,,,,
2025-01-31 16:24:00,HD0001953,KH01347,CH01,SP002,Đồ uống,1,26500,22201,22551,201,,,,,
2025-01-31 13:07:00,HD0001954,KH02072,CH01,SP044,Đồ gia dụng,1,159000,121775,129475,370,,,,,
2025-01-31 20:22:00,HD0001955,KH02345,CH02,SP025,Thực phẩm khô,1,79000,62562,80967,241,,,,,
2025-01-31 20:27:00,HD0001956,KH02233,CH01,SP013,Bánh kẹo,4,14500,10565,50327,507,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 11:07:00,HD0001957,KH00373,CH01,SP039,Đồ gia dụng,1,68500,43064,70724,153,,,,,
2025-01-31 13:25:00,HD0001958,KH00037,CH01,SP055,Mẹ & bé,1,66000,52356,51216,528,,,,,
2025-01-31 08:17:00,HD0001959,KH01668,CH01,SP024,Thực phẩm khô,1,47500,37727,53094,414,,,,,
2025-01-31 08:17:00,HD0001959,KH01668,CH01,SP001,Đồ uống,2,28500,22599,63712,116,,,,,
2025-01-31 08:17:00,HD0001959,KH01668,CH01,SP002,Đồ uống,5,26500,22201,148103,196,,,,,
2025-01-31 08:17:00,HD0001959,KH01668,CH01,SP007,Đồ uống,2,30000,23037,67066,304,,,,,
2025-01-31 20:04:00,HD0001960,KH01081,CH01,SP044,Đồ gia dụng,2,159000,121775,243886,368,,,,,
2025-01-31 19:31:00,HD0001961,KH01140,CH01,SP029,Hóa mỹ phẩm,3,27500,20130,70299,386,,,,,
2025-01-31 19:31:00,HD0001961,KH01140,CH01,SP015,Bánh kẹo,5,34500,25984,146989,438,,,,,
2025-01-31 12:20:00,HD0001962,KH00141,CH01,SP040,Đồ gia dụng,1,188000,134153,144333,164,,,,,
2025-01-31 12:20:00,HD0001962,KH00141,CH01,SP044,Đồ gia dụng,3,159000,121775,366207,365,,,,,
2025-01-31 08:16:00,HD0001963,KH00547,CH01,SP004,Đồ uống,2,20000,16036,59294,510,,,,,
2025-01-31 08:27:00,HD0001964,KH01345,CH01,SP037,Hóa mỹ phẩm,1,37000,21071,30809,305,,,,,
2025-01-31 19:26:00,HD0001965,KH00478,CH02,SP052,Văn phòng phẩm,2,35000,25680,67225,299,,,,,
2025-01-31 13:15:00,HD0001966,KH00018,CH01,SP048,Văn phòng phẩm,1,31500,19194,23111,232,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-01-31 08:42:00,HD0001967,KH01742,CH01,SP005,Đồ uống,1,25000,18576,22018,277,,,,,
2025-01-31 12:26:00,HD0001968,KH00952,CH01,SP001,Đồ uống,1,28500,22599,22615,115,,,,,
2025-01-31 11:27:00,HD0001969,KH00630,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,64447,115,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 12:35:00,HD0001970,KH02366,CH02,SP053,Văn phòng phẩm,1,20000,13022,25143,263,,,,,
2025-01-31 12:35:00,HD0001970,KH02366,CH02,SP013,Bánh kẹo,3,14500,10565,51951,504,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 12:35:00,HD0001970,KH02366,CH02,SP038,Đồ gia dụng,1,74500,55041,93657,174,,,,,
2025-01-31 09:59:00,HD0001971,KH00391,CH02,SP042,Đồ gia dụng,1,121000,95793,96235,218,,,,,
2025-01-31 09:59:00,HD0001971,KH00391,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,46129,246,,,,,
2025-01-31 09:59:00,HD0001971,KH00391,CH02,SP039,Đồ gia dụng,3,68500,43064,163441,150,,,,,
2025-01-31 09:53:00,HD0001972,KH02127,CH02,SP058,Mẹ & bé,1,123000,92733,152229,331,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-01-31 18:07:00,HD0001973,KH02479,CH01,SP036,Hóa mỹ phẩm,5,114500,75585,794105,315,,,,,
2025-01-31 18:07:00,HD0001973,KH02479,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,80451,245,,,,,
2025-01-31 18:07:00,HD0001973,KH02479,CH01,SP062,Chăm sóc cá nhân,4,67000,37895,353151,111,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 18:07:00,HD0001973,KH02479,CH01,SP052,Văn phòng phẩm,2,35000,25680,97096,297,,,,,
2025-01-31 20:26:00,HD0001974,KH01675,CH01,SP020,Thực phẩm khô,1,57500,46185,71117,251,,,,,
2025-01-31 15:36:00,HD0001975,KH00039,CH01,SP013,Bánh kẹo,2,14500,10565,26183,502,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 15:36:00,HD0001975,KH00039,CH01,SP062,Chăm sóc cá nhân,2,67000,37895,120985,109,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-01-31 13:36:00,HD0001976,KH01198,CH02,SP042,Đồ gia dụng,1,121000,95793,117773,217,,,,,
2025-01-31 14:07:00,HD0001977,KH01104,CH01,SP052,Văn phòng phẩm,1,35000,25680,39708,296,,,,,
2025-01-31 14:07:00,HD0001977,KH01104,CH01,SP031,Hóa mỹ phẩm,2,44000,26872,99837,180,,,,,
2025-01-31 14:33:00,HD0001978,KH00646,CH02,SP058,Mẹ & bé,1,123000,92733,130013,330,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-01-31 14:33:00,HD0001978,KH00646,CH02,SP001,Đồ uống,2,28500,22599,68466,113,,,,,
2025-01-31 13:07:00,HD0001979,KH01618,CH01,SP067,Chăm sóc cá nhân,2,47000,30923,138315,308,,,,,
2025-01-31 13:07:00,HD0001979,KH01618,CH01,SP036,Hóa mỹ phẩm,1,114500,75585,168479,314,,,,,
2025-01-31 13:07:00,HD0001979,KH01618,CH01,SP053,Văn phòng phẩm,1,20000,13022,29429,262,,,,,
2025-01-31 17:08:00,HD0001980,KH02419,CH02,SP038,Đồ gia dụng,1,74500,55041,84372,173,,,,,
2025-01-31 20:38:00,HD0001981,KH00724,CH01,SP046,Văn phòng phẩm,1,6000,3637,6707,393,,,,,
2025-01-31 13:35:00,HD0001982,KHACH_LE,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,145000,164,,,,,
2025-01-31 13:35:00,HD0001982,KHACH_LE,CH01,SP066,Chăm sóc cá nhân,3,44500,26705,133500,422,,,,,
2025-01-31 13:35:00,HD0001982,KHACH_LE,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,58000,244,,,,,
2025-01-31 12:45:00,HD0001983,KHACH_LE,CH01,SP058,Mẹ & bé,1,123000,92733,108240,329,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-01-31 12:45:00,HD0001983,KHACH_LE,CH01,SP055,Mẹ & bé,2,66000,52356,132000,526,,,,,
2025-01-31 16:27:00,HD0001984,KH02453,CH01,SP001,Đồ uống,2,28500,22599,55105,111,,,,,
2025-01-31 12:16:00,HD0001985,KH00922,CH02,SP052,Văn phòng phẩm,1,35000,25680,29240,295,,,,,
2025-01-31 12:16:00,HD0001985,KH00922,CH02,SP021,Thực phẩm khô,1,65000,49625,54302,316,,,,,
2025-02-01 12:28:00,HD0001986,KH01979,CH01,SP032,Hóa mỹ phẩm,1,72500,50003,68774,450,,,,,
2025-02-01 12:28:00,HD0001986,KH01979,CH01,SP060,Mẹ & bé,3,218000,139411,620393,417,,,,,
2025-02-01 12:28:00,HD0001986,KH01979,CH01,SP018,Bánh kẹo,1,10000,6820,9486,334,,,,,
2025-02-01 09:03:00,HD0001987,KH00012,CH01,SP007,Đồ uống,1,30000,23037,35548,303,,,,,
2025-02-01 09:29:00,HD0001988,KH02123,CH01,SP016,Bánh kẹo,1,38000,28191,42635,496,,,,,
2025-02-01 09:29:00,HD0001988,KH02123,CH01,SP039,Đồ gia dụng,1,68500,43064,76855,149,,,,,
2025-02-01 09:29:00,HD0001988,KH02123,CH01,SP002,Đồ uống,2,26500,22201,59465,194,,,,,
2025-02-01 11:09:00,HD0001989,KH02366,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,55943,421,,,,,
2025-02-01 16:03:00,HD0001990,KH02023,CH01,SP062,Chăm sóc cá nhân,5,67000,37895,467307,104,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 12:20:00,HD0001991,KH02023,CH01,SP005,Đồ uống,1,25000,18576,36709,276,,,,,
2025-02-01 15:38:00,HD0001992,KH02175,CH02,SP059,Mẹ & bé,2,52500,41576,129104,409,,,,,
2025-02-01 15:38:00,HD0001992,KH02175,CH02,SP001,Đồ uống,1,28500,22599,35043,110,,,,,
2025-02-01 15:38:00,HD0001992,KH02175,CH02,SP006,Đồ uống,3,14000,10891,51642,202,,,,,
2025-02-01 20:15:00,HD0001993,KH01618,CH01,SP059,Mẹ & bé,2,52500,41576,154501,407,,,,,
2025-02-01 20:15:00,HD0001993,KH01618,CH01,SP038,Đồ gia dụng,1,74500,55041,109622,172,,,,,
2025-02-01 20:15:00,HD0001993,KH01618,CH01,SP005,Đồ uống,5,25000,18576,183929,271,,,,,
2025-02-01 19:12:00,HD0001994,KH02451,CH01,SP063,Chăm sóc cá nhân,2,76500,53635,147919,317,,,,,
2025-02-01 19:12:00,HD0001994,KH02451,CH01,SP042,Đồ gia dụng,1,121000,95793,116981,216,,,,,
2025-02-01 11:18:00,HD0001995,KH00012,CH01,SP049,Văn phòng phẩm,1,31000,22009,36733,233,,,,,
2025-02-01 18:22:00,HD0001996,KH01901,CH01,SP044,Đồ gia dụng,1,159000,121775,154807,364,,,,,
2025-02-01 17:15:00,HD0001997,KH00547,CH01,SP004,Đồ uống,3,20000,16036,88941,507,,,,,
2025-02-01 17:01:00,HD0001998,KHACH_LE,CH02,SP024,Thực phẩm khô,1,47500,37727,47500,413,,,,,
2025-02-01 17:01:00,HD0001998,KHACH_LE,CH02,SP022,Thực phẩm khô,1,72000,53556,72000,272,,,,,
2025-02-01 16:30:00,HD0001999,KH00822,CH01,SP057,Mẹ & bé,1,83000,52164,87695,332,,,,,
2025-02-01 16:30:00,HD0001999,KH00822,CH01,SP027,Thực phẩm khô,1,56500,41015,59696,217,,,,,
2025-02-01 19:45:00,HD0002000,KHACH_LE,CH02,SP008,Đồ uống,1,17500,12667,17500,433,,,,,
2025-02-01 19:45:00,HD0002000,KHACH_LE,CH02,SP024,Thực phẩm khô,1,47500,37727,47500,412,,,,,
2025-02-01 19:45:00,HD0002000,KHACH_LE,CH02,SP058,Mẹ & bé,1,123000,92733,108240,328,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 18:21:00,HD0002001,KH01618,CH01,SP053,Văn phòng phẩm,1,20000,13022,29429,261,,,,,
2025-02-01 16:15:00,HD0002002,KH01408,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,136303,163,,,,,
2025-02-01 16:15:00,HD0002002,KH01408,CH01,SP047,Văn phòng phẩm,3,48000,35404,135363,349,,,,,
2025-02-01 16:15:00,HD0002002,KH01408,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,41831,420,,,,,
2025-02-01 09:21:00,HD0002003,KHACH_LE,CH01,SP048,Văn phòng phẩm,2,31500,19194,55440,230,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 18:19:00,HD0002004,KH02124,CH01,SP021,Thực phẩm khô,1,65000,49625,65020,315,,,,,
2025-02-01 18:19:00,HD0002004,KH02124,CH01,SP029,Hóa mỹ phẩm,2,27500,20130,55017,384,,,,,
2025-02-01 14:04:00,HD0002005,KH02338,CH02,SP054,Mẹ & bé,3,173500,135435,579952,266,,,,,
2025-02-01 14:04:00,HD0002005,KH02338,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,49583,419,,,,,
2025-02-01 12:23:00,HD0002006,KH00334,CH01,SP036,Hóa mỹ phẩm,1,114500,75585,125688,313,,,,,
2025-02-01 12:23:00,HD0002006,KH00334,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,63667,243,,,,,
2025-02-01 15:59:00,HD0002007,KHACH_LE,CH01,SP041,Đồ gia dụng,1,158500,106200,158500,207,,,,,
2025-02-01 15:59:00,HD0002007,KHACH_LE,CH01,SP052,Văn phòng phẩm,1,35000,25680,35000,294,,,,,
2025-02-01 16:56:00,HD0002008,KH02175,CH01,SP045,Đồ gia dụng,2,157500,115074,387312,306,,,,,
2025-02-01 13:55:00,HD0002009,KH00054,CH02,SP010,Đồ uống,1,9000,7469,10101,434,,,,,
2025-02-01 13:55:00,HD0002009,KH00054,CH02,SP007,Đồ uống,1,30000,23037,33670,302,,,,,
2025-02-01 16:26:00,HD0002010,KH02314,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,296883,161,,,,,
2025-02-01 17:18:00,HD0002011,KH01545,CH01,SP008,Đồ uống,1,17500,12667,18450,432,,,,,
2025-02-01 16:44:00,HD0002012,KH00439,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,285152,159,,,,,
2025-02-01 19:21:00,HD0002013,KH02479,CH01,SP053,Văn phòng phẩm,1,20000,13022,27742,260,,,,,
2025-02-01 19:21:00,HD0002013,KH02479,CH01,SP003,Đồ uống,2,28500,21313,79064,290,,,,,
2025-02-01 09:19:00,HD0002014,KH01760,CH02,SP063,Chăm sóc cá nhân,1,76500,53635,78132,316,,,,,
2025-02-01 09:19:00,HD0002014,KH01760,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,59237,242,,,,,
2025-02-01 09:19:00,HD0002014,KH01760,CH02,SP022,Thực phẩm khô,1,72000,53556,73536,271,,,,,
2025-02-01 20:25:00,HD0002015,KH01426,CH01,SP039,Đồ gia dụng,3,68500,43064,218146,146,,,,,
2025-02-01 20:25:00,HD0002015,KH01426,CH01,SP065,Chăm sóc cá nhân,1,35000,19382,37154,321,,,,,
2025-02-01 20:25:00,HD0002015,KH01426,CH01,SP060,Mẹ & bé,1,218000,139411,231415,416,,,,,
2025-02-01 15:59:00,HD0002016,KH02307,CH02,SP029,Hóa mỹ phẩm,1,27500,20130,27343,383,,,,,
2025-02-01 17:10:00,HD0002017,KH01280,CH01,SP053,Văn phòng phẩm,1,20000,13022,16854,259,,,,,
2025-02-01 08:02:00,HD0002018,KH02468,CH01,SP058,Mẹ & bé,1,123000,92733,108985,327,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 16:08:00,HD0002019,KH01261,CH02,SP058,Mẹ & bé,4,123000,92733,348987,323,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 16:08:00,HD0002019,KH01261,CH02,SP027,Thực phẩm khô,1,56500,41015,45542,216,,,,,
2025-02-01 18:48:00,HD0002020,KH00831,CH01,SP016,Bánh kẹo,1,38000,28191,43594,495,,,,,
2025-02-01 16:57:00,HD0002021,KH00192,CH01,SP039,Đồ gia dụng,1,68500,43064,58551,145,,,,,
2025-02-01 16:57:00,HD0002021,KH00192,CH01,SP043,Đồ gia dụng,1,102500,79037,87613,399,,,,,
2025-02-01 11:57:00,HD0002022,KH01562,CH01,SP001,Đồ uống,1,28500,22599,32207,109,,,,,
2025-02-01 12:13:00,HD0002023,KHACH_LE,CH01,SP022,Thực phẩm khô,3,72000,53556,216000,268,,,,,
2025-02-01 18:37:00,HD0002024,KH00075,CH01,SP047,Văn phòng phẩm,1,48000,35404,53085,348,,,,,
2025-02-01 18:37:00,HD0002024,KH00075,CH01,SP037,Hóa mỹ phẩm,2,37000,21071,81839,303,,,,,
2025-02-01 11:20:00,HD0002025,KH00051,CH01,SP018,Bánh kẹo,1,10000,6820,12235,333,,,,,
2025-02-01 11:20:00,HD0002025,KH00051,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,70966,406,,,,,
2025-02-01 14:16:00,HD0002026,KH00841,CH01,SP029,Hóa mỹ phẩm,1,27500,20130,23967,382,,,,,
2025-02-01 18:10:00,HD0002027,KH01665,CH02,SP044,Đồ gia dụng,1,159000,121775,157020,363,,,,,
2025-02-01 18:03:00,HD0002028,KH01057,CH01,SP021,Thực phẩm khô,1,65000,49625,53765,314,,,,,
2025-02-01 16:22:00,HD0002029,KHACH_LE,CH01,SP010,Đồ uống,1,9000,7469,9000,433,,,,,
2025-02-01 10:23:00,HD0002030,KH02143,CH01,SP027,Thực phẩm khô,1,56500,41015,78502,215,,,,,
2025-02-01 10:23:00,HD0002030,KH02143,CH01,SP047,Văn phòng phẩm,1,48000,35404,66692,347,,,,,
2025-02-01 10:23:00,HD0002030,KH02143,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,88436,103,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 11:11:00,HD0002031,KH01104,CH02,SP063,Chăm sóc cá nhân,1,76500,53635,86790,315,,,,,
2025-02-01 12:43:00,HD0002032,KH00646,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,53451,418,,,,,
2025-02-01 12:43:00,HD0002032,KH00646,CH01,SP058,Mẹ & bé,2,123000,92733,260026,321,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 09:54:00,HD0002033,KH01151,CH01,SP030,Hóa mỹ phẩm,1,82500,59214,81925,399,,,,,
2025-02-01 09:54:00,HD0002033,KH01151,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,44190,417,,,,,
2025-02-01 09:54:00,HD0002033,KH01151,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,143989,158,,,,,
2025-02-01 17:03:00,HD0002034,KH00462,CH01,SP061,Mẹ & bé,1,198000,126558,237437,448,,,,,
2025-02-01 17:03:00,HD0002034,KH00462,CH01,SP055,Mẹ & bé,1,66000,52356,79146,525,,,,,
2025-02-01 17:03:00,HD0002034,KH00462,CH01,SP035,Hóa mỹ phẩm,2,58000,32258,139104,240,,,,,
2025-02-01 17:03:00,HD0002034,KH00462,CH01,SP022,Thực phẩm khô,1,72000,53556,86341,267,,,,,
2025-02-01 12:12:00,HD0002035,KH01140,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,123556,157,,,,,
2025-02-01 09:22:00,HD0002036,KHACH_LE,CH02,SP020,Thực phẩm khô,2,57500,46185,115000,249,,,,,
2025-02-01 11:16:00,HD0002037,KH01378,CH01,SP001,Đồ uống,1,28500,22599,31418,108,,,,,
2025-02-01 11:16:00,HD0002037,KH01378,CH01,SP013,Bánh kẹo,3,14500,10565,45556,499,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 11:16:00,HD0002037,KH01378,CH01,SP032,Hóa mỹ phẩm,1,72500,50003,79922,449,,,,,
2025-02-01 14:17:00,HD0002038,KHACH_LE,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,63650,102,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 17:11:00,HD0002039,KHACH_LE,CH01,SP053,Văn phòng phẩm,1,20000,13022,20000,258,,,,,
2025-02-01 17:11:00,HD0002039,KHACH_LE,CH01,SP018,Bánh kẹo,1,10000,6820,10000,332,,,,,
2025-02-01 18:18:00,HD0002040,KH00444,CH01,SP021,Thực phẩm khô,1,65000,49625,75074,313,,,,,
2025-02-01 18:18:00,HD0002040,KH00444,CH01,SP022,Thực phẩm khô,1,72000,53556,83159,266,,,,,
2025-02-01 09:44:00,HD0002041,KH01113,CH01,SP038,Đồ gia dụng,4,74500,55041,296114,168,,,,,
2025-02-01 09:44:00,HD0002041,KH01113,CH01,SP014,Bánh kẹo,1,33000,24236,32791,151,,,,,
2025-02-01 09:44:00,HD0002041,KH01113,CH01,SP058,Mẹ & bé,2,123000,92733,215110,319,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 12:42:00,HD0002042,KH00468,CH01,SP008,Đồ uống,1,17500,12667,17666,431,,,,,
2025-02-01 12:42:00,HD0002042,KH00468,CH01,SP060,Mẹ & bé,1,218000,139411,220070,415,,,,,
2025-02-01 11:50:00,HD0002043,KH01694,CH01,SP058,Mẹ & bé,1,123000,92733,89599,318,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 13:13:00,HD0002044,KH02093,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,53404,416,,,,,
2025-02-01 13:13:00,HD0002044,KH02093,CH01,SP053,Văn phòng phẩm,2,20000,13022,48004,256,,,,,
2025-02-01 13:13:00,HD0002044,KH02093,CH01,SP005,Đồ uống,1,25000,18576,30002,270,,,,,
2025-02-01 13:17:00,HD0002045,KH00075,CH02,SP017,Bánh kẹo,1,33500,26098,37049,488,,,,,
2025-02-01 13:17:00,HD0002045,KH00075,CH02,SP001,Đồ uống,1,28500,22599,31519,107,,,,,
2025-02-01 13:17:00,HD0002045,KH00075,CH02,SP044,Đồ gia dụng,1,159000,121775,175844,362,,,,,
2025-02-01 20:44:00,HD0002046,KH01502,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,120455,414,,,,,
2025-02-01 16:56:00,HD0002047,KH00745,CH01,SP015,Bánh kẹo,1,34500,25984,39105,437,,,,,
2025-02-01 09:50:00,HD0002048,KH01350,CH01,SP019,Bánh kẹo,5,34500,23560,177271,410,,,,,
2025-02-01 09:50:00,HD0002048,KH01350,CH01,SP060,Mẹ & bé,1,218000,139411,224029,414,,,,,
2025-02-01 08:42:00,HD0002049,KH01168,CH01,SP031,Hóa mỹ phẩm,3,44000,26872,118690,177,,,,,
2025-02-01 20:58:00,HD0002050,KH00377,CH01,SP035,Hóa mỹ phẩm,3,58000,32258,136857,237,,,,,
2025-02-01 12:52:00,HD0002051,KH01580,CH02,SP058,Mẹ & bé,3,123000,92733,296598,315,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-01 09:50:00,HD0002052,KH01756,CH01,SP012,Bánh kẹo,1,22500,16415,23027,412,,,,,
2025-02-01 13:20:00,HD0002053,KH01013,CH02,SP010,Đồ uống,3,9000,7469,27335,430,,,,,
2025-02-01 11:21:00,HD0002054,KH00996,CH02,SP001,Đồ uống,1,28500,22599,29134,106,,,,,
2025-02-01 14:33:00,HD0002055,KH00444,CH01,SP045,Đồ gia dụng,2,157500,115074,363819,304,,,,,
2025-02-01 14:33:00,HD0002055,KH00444,CH01,SP054,Mẹ & bé,1,173500,135435,200389,265,,,,,
2025-02-01 12:31:00,HD0002056,KH00012,CH01,SP055,Mẹ & bé,1,66000,52356,78206,524,,,,,
2025-02-01 18:28:00,HD0002057,KH02472,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,232681,155,,,,,
2025-02-01 08:26:00,HD0002058,KH01164,CH01,SP036,Hóa mỹ phẩm,4,114500,75585,460048,309,,,,,
2025-02-01 08:26:00,HD0002058,KH01164,CH01,SP062,Chăm sóc cá nhân,2,67000,37895,127869,100,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 14:30:00,HD0002059,KH01249,CH01,SP039,Đồ gia dụng,3,68500,43064,248489,142,,,,,
2025-02-01 18:01:00,HD0002060,KH01554,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,59206,236,,,,,
2025-02-01 18:01:00,HD0002060,KH01554,CH01,SP015,Bánh kẹo,1,34500,25984,35218,436,,,,,
2025-02-01 18:01:00,HD0002060,KH01554,CH01,SP017,Bánh kẹo,1,33500,26098,34197,487,,,,,
2025-02-01 08:18:00,HD0002061,KH00882,CH02,SP026,Thực phẩm khô,1,36000,28252,40297,250,,,,,
2025-02-01 08:18:00,HD0002061,KH00882,CH02,SP053,Văn phòng phẩm,1,20000,13022,22387,255,,,,,
2025-02-01 18:09:00,HD0002062,KH01457,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,47404,235,,,,,
2025-02-01 14:29:00,HD0002063,KH00002,CH01,SP065,Chăm sóc cá nhân,1,35000,19382,30569,320,,,,,
2025-02-01 14:29:00,HD0002063,KH00002,CH01,SP058,Mẹ & bé,1,123000,92733,94538,314,KM009,bundle,0.12,2025-01-30,2025-02-07
